,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Date
1241,53033.0,King,Washington,US,2020-04-10 22:54:07,47.49137892,-121.8346131,4117,277,0,0,"King, Washington, US",04-10-2020
1250,53035.0,Kitsap,Washington,US,2020-04-10 22:54:07,47.63479026,-122.6436061,126,1,0,0,"Kitsap, Washington, US",04-10-2020
1251,53037.0,Kittitas,Washington,US,2020-04-10 22:54:07,47.12521214,-120.679439,15,1,0,0,"Kittitas, Washington, US",04-10-2020
1254,53039.0,Klickitat,Washington,US,2020-04-10 22:54:07,45.87325839,-120.7913598,12,1,0,0,"Klickitat, Washington, US",04-10-2020
1360,53041.0,Lewis,Washington,US,2020-04-10 22:54:07,46.57756476,-122.3925769,18,2,0,0,"Lewis, Washington, US",04-10-2020
1389,53043.0,Lincoln,Washington,US,2020-04-10 22:54:07,47.57705241,-118.4194388,1,0,0,0,"Lincoln, Washington, US",04-10-2020
1522,53045.0,Mason,Washington,US,2020-04-10 22:54:07,47.35007586,-123.1863685,18,0,0,0,"Mason, Washington, US",04-10-2020
1767,53047.0,Okanogan,Washington,US,2020-04-10 22:54:07,48.54855019,-119.7387224,12,0,0,0,"Okanogan, Washington, US",04-10-2020
1854,53051.0,Pend Oreille,Washington,US,2020-04-10 22:54:07,48.53234021,-117.2741804,1,0,0,0,"Pend Oreille, Washington, US",04-10-2020
1888,53053.0,Pierce,Washington,US,2020-04-10 22:54:07,47.03892768,-122.1405958,875,19,0,0,"Pierce, Washington, US",04-10-2020
2089,53055.0,San Juan,Washington,US,2020-04-10 22:54:07,48.60182783,-122.96745,12,0,0,0,"San Juan, Washington, US",04-10-2020
2176,53057.0,Skagit,Washington,US,2020-04-10 22:54:07,48.48171488,-121.766131,178,5,0,0,"Skagit, Washington, US",04-10-2020
2177,53059.0,Skamania,Washington,US,2020-04-10 22:54:07,46.02408726,-121.9164403,2,0,0,0,"Skamania, Washington, US",04-10-2020
2183,53061.0,Snohomish,Washington,US,2020-04-10 22:54:07,48.04615983,-121.7170703,1802,64,0,0,"Snohomish, Washington, US",04-10-2020
2199,53063.0,Spokane,Washington,US,2020-04-10 22:54:07,47.62113146,-117.4046494,251,17,0,0,"Spokane, Washington, US",04-10-2020
2248,53065.0,Stevens,Washington,US,2020-04-10 22:54:07,48.40035475,-117.8542701,6,0,0,0,"Stevens, Washington, US",04-10-2020
2323,53067.0,Thurston,Washington,US,2020-04-10 22:54:07,46.9291895,-122.8290656,81,1,0,0,"Thurston, Washington, US",04-10-2020
2414,90053.0,Unassigned,Washington,US,2020-04-10 22:54:07,,,908,0,0,0,"Unassigned, Washington, US",04-10-2020
2468,53069.0,Wahkiakum,Washington,US,2020-04-10 22:54:07,46.29180039999999,-123.4250831,2,0,0,0,"Wahkiakum, Washington, US",04-10-2020
2475,53071.0,Walla Walla,Washington,US,2020-04-10 22:54:07,46.23040051,-118.4775539,17,0,0,0,"Walla Walla, Washington, US",04-10-2020
2574,53073.0,Whatcom,Washington,US,2020-04-10 22:54:07,48.82227976,-121.7490018,250,23,0,0,"Whatcom, Washington, US",04-10-2020
2585,53075.0,Whitman,Washington,US,2020-04-10 22:54:07,46.90022523,-117.5241763,12,0,0,0,"Whitman, Washington, US",04-10-2020
2648,53077.0,Yakima,Washington,US,2020-04-10 22:54:07,46.45738486,-120.7380126,447,19,0,0,"Yakima, Washington, US",04-10-2020
16,53001.0,Adams,Washington,US,2020-04-11 22:45:33,46.98299757,-118.5601734,30,0,0,0,"Adams, Washington, US",04-11-2020
81,53003.0,Asotin,Washington,US,2020-04-11 22:45:33,46.18894415,-117.2022851,4,0,0,0,"Asotin, Washington, US",04-11-2020
159,53005.0,Benton,Washington,US,2020-04-11 22:45:33,46.23946995,-119.5120834,244,25,0,0,"Benton, Washington, US",04-11-2020
399,53007.0,Chelan,Washington,US,2020-04-11 22:45:33,47.87046092,-120.6173956,53,5,0,0,"Chelan, Washington, US",04-11-2020
439,53009.0,Clallam,Washington,US,2020-04-11 22:45:33,48.04754642,-123.9226319,11,0,0,0,"Clallam, Washington, US",04-11-2020
451,53011.0,Clark,Washington,US,2020-04-11 22:45:33,45.77568046,-122.4829204,220,14,0,0,"Clark, Washington, US",04-11-2020
523,53013.0,Columbia,Washington,US,2020-04-11 22:45:33,46.29442881,-117.9051983,1,0,0,0,"Columbia, Washington, US",04-11-2020
556,53015.0,Cowlitz,Washington,US,2020-04-11 22:45:33,46.19074721,-122.6782231,23,0,0,0,"Cowlitz, Washington, US",04-11-2020
695,53017.0,Douglas,Washington,US,2020-04-11 22:45:33,47.7361335,-119.692937,16,0,0,0,"Douglas, Washington, US",04-11-2020
785,53019.0,Ferry,Washington,US,2020-04-11 22:45:33,48.471143100000006,-118.5154041,1,0,0,0,"Ferry, Washington, US",04-11-2020
830,53021.0,Franklin,Washington,US,2020-04-11 22:45:33,46.53351425,-118.9018212,107,2,0,0,"Franklin, Washington, US",04-11-2020
917,53025.0,Grant,Washington,US,2020-04-11 22:45:33,47.20753737,-119.4500749,110,2,0,0,"Grant, Washington, US",04-11-2020
923,53027.0,Grays Harbor,Washington,US,2020-04-11 22:45:33,47.14003705,-123.7820567,8,0,0,0,"Grays Harbor, Washington, US",04-11-2020
1129,53029.0,Island,Washington,US,2020-04-11 22:45:33,48.14713305,-122.5216407,157,7,0,0,"Island, Washington, US",04-11-2020
1188,53031.0,Jefferson,Washington,US,2020-04-11 22:45:33,47.75003077,-123.56097040000002,28,0,0,0,"Jefferson, Washington, US",04-11-2020
1254,53033.0,King,Washington,US,2020-04-11 22:45:33,47.49137892,-121.8346131,4262,284,0,0,"King, Washington, US",04-11-2020
1263,53035.0,Kitsap,Washington,US,2020-04-11 22:45:33,47.63479026,-122.6436061,128,1,0,0,"Kitsap, Washington, US",04-11-2020
1264,53037.0,Kittitas,Washington,US,2020-04-11 22:45:33,47.12521214,-120.679439,15,1,0,0,"Kittitas, Washington, US",04-11-2020
1267,53039.0,Klickitat,Washington,US,2020-04-11 22:45:33,45.87325839,-120.7913598,12,1,0,0,"Klickitat, Washington, US",04-11-2020
1374,53041.0,Lewis,Washington,US,2020-04-11 22:45:33,46.57756476,-122.3925769,18,2,0,0,"Lewis, Washington, US",04-11-2020
1404,53043.0,Lincoln,Washington,US,2020-04-11 22:45:33,47.57705241,-118.4194388,2,0,0,0,"Lincoln, Washington, US",04-11-2020
1539,53045.0,Mason,Washington,US,2020-04-11 22:45:33,47.35007586,-123.1863685,18,0,0,0,"Mason, Washington, US",04-11-2020
1785,53047.0,Okanogan,Washington,US,2020-04-11 22:45:33,48.54855019,-119.7387224,14,0,0,0,"Okanogan, Washington, US",04-11-2020
1847,53049.0,Pacific,Washington,US,2020-04-11 22:45:33,46.55418369,-123.7285716,1,0,0,0,"Pacific, Washington, US",04-11-2020
1873,53051.0,Pend Oreille,Washington,US,2020-04-11 22:45:33,48.53234021,-117.2741804,1,0,0,0,"Pend Oreille, Washington, US",04-11-2020
1910,53053.0,Pierce,Washington,US,2020-04-11 22:45:33,47.03892768,-122.1405958,922,19,0,0,"Pierce, Washington, US",04-11-2020
2113,53055.0,San Juan,Washington,US,2020-04-11 22:45:33,48.60182783,-122.96745,13,0,0,0,"San Juan, Washington, US",04-11-2020
2201,53057.0,Skagit,Washington,US,2020-04-11 22:45:33,48.48171488,-121.766131,185,6,0,0,"Skagit, Washington, US",04-11-2020
2202,53059.0,Skamania,Washington,US,2020-04-11 22:45:33,46.02408726,-121.9164403,3,0,0,0,"Skamania, Washington, US",04-11-2020
2208,53061.0,Snohomish,Washington,US,2020-04-11 22:45:33,48.04615983,-121.7170703,1835,68,0,0,"Snohomish, Washington, US",04-11-2020
2224,53063.0,Spokane,Washington,US,2020-04-11 22:45:33,47.62113146,-117.4046494,251,14,0,0,"Spokane, Washington, US",04-11-2020
2273,53065.0,Stevens,Washington,US,2020-04-11 22:45:33,48.40035475,-117.8542701,6,0,0,0,"Stevens, Washington, US",04-11-2020
2348,53067.0,Thurston,Washington,US,2020-04-11 22:45:33,46.9291895,-122.8290656,81,1,0,0,"Thurston, Washington, US",04-11-2020
2436,90053.0,Unassigned,Washington,US,2020-04-11 22:45:33,,,848,0,0,0,"Unassigned, Washington, US",04-11-2020
2490,53069.0,Wahkiakum,Washington,US,2020-04-11 22:45:33,46.29180039999999,-123.4250831,2,0,0,0,"Wahkiakum, Washington, US",04-11-2020
2497,53071.0,Walla Walla,Washington,US,2020-04-11 22:45:33,46.23040051,-118.4775539,20,0,0,0,"Walla Walla, Washington, US",04-11-2020
2598,53073.0,Whatcom,Washington,US,2020-04-11 22:45:33,48.82227976,-121.7490018,261,23,0,0,"Whatcom, Washington, US",04-11-2020
2609,53075.0,Whitman,Washington,US,2020-04-11 22:45:33,46.90022523,-117.5241763,12,0,0,0,"Whitman, Washington, US",04-11-2020
2672,53077.0,Yakima,Washington,US,2020-04-11 22:45:33,46.45738486,-120.7380126,511,20,0,0,"Yakima, Washington, US",04-11-2020
